Id,CreationDate,PostId,RelatedPostId,LinkTypeId
59572,2012-08-01T06:54:42.973,3000,3006,1
59776,2012-08-01T20:15:46.207,3017,1358,1
60106,2012-08-03T17:13:51.247,3023,3009,1
60203,2012-08-04T04:31:59.960,3044,2980,1
60684,2012-08-06T14:06:16.997,3053,1958,1
60744,2012-08-06T21:44:19.463,3039,3026,1
61311,2012-08-09T16:27:22.710,3026,3066,1
62552,2012-08-15T21:40:23.930,3124,3093,1
63212,2012-08-18T15:20:09.103,3152,724,1
63842,2012-08-22T12:52:15.390,3178,3176,1
63930,2012-08-22T22:23:06.173,3180,845,1
64275,2012-08-24T04:46:04.100,3196,1637,1
64534,2012-08-25T13:58:00.160,3213,3170,1
64780,2012-08-26T18:48:44.257,1000,2507,1
64908,2012-08-27T17:40:33.717,3237,3238,1
64921,2012-08-27T21:52:26.243,3063,2516,1
64928,2012-08-28T01:10:29.163,3241,2736,1
65534,2012-08-30T16:45:33.177,3267,1637,1
66312,2012-09-04T03:48:34.960,3292,3255,1
66586,2012-09-05T16:47:53.997,3300,3063,1
66587,2012-09-05T16:47:53.997,3300,2516,1
67014,2012-09-07T16:19:40.100,3324,2975,1
67017,2012-09-07T17:04:09.747,3321,728,1
67018,2012-09-07T17:04:09.747,3321,248,1
67201,2012-09-09T23:58:59.340,3330,85,1
67258,2012-09-10T10:20:11.640,3300,1932,1
67440,2012-09-11T13:04:42.230,3300,2411,1
67441,2012-09-11T13:04:42.230,3300,2687,1
67442,2012-09-11T13:04:42.230,3300,74,1
67449,2012-09-11T15:27:47.393,3324,74,1
67734,2012-09-13T18:53:43.563,3346,2302,1
69170,2012-09-16T17:10:46.333,3358,2066,1
69752,2012-09-19T14:57:13.663,3380,646,1
69778,2012-09-19T15:29:19.530,3391,3390,1
70692,2012-09-24T16:38:30.420,3415,2367,1
70980,2012-09-25T13:28:44.543,3444,741,1
71046,2012-09-25T16:07:16.027,3445,132,1
71047,2012-09-25T17:23:23.493,3447,1637,1
71087,2012-09-25T21:48:07.327,3447,431,1
71320,2012-09-27T16:36:20.050,3465,3066,1
71387,2012-09-27T18:38:43.537,3471,2104,1
71667,2012-09-28T13:17:13.510,3482,536,1
72418,2012-10-02T19:26:34.100,3524,3425,1
72517,2012-10-03T02:44:28.697,3529,3482,1
72704,2012-10-03T16:22:51.790,3537,602,1
73181,2012-10-05T17:42:12.997,2420,470,1
73607,2012-10-07T10:09:47.343,3580,3537,1
73966,2012-10-09T12:21:21.017,3607,2736,1
74042,2012-10-09T20:13:15.300,3614,2962,1
74088,2012-10-09T23:36:15.803,3614,1775,1
74300,2012-10-11T07:20:02.970,3628,3607,1
74523,2012-10-12T15:38:21.713,3512,132,1
74559,2012-10-12T18:16:37.487,3537,129,1
75855,2012-10-14T20:42:02.183,3164,3518,1
75864,2012-10-14T21:47:18.243,3580,3652,1
75865,2012-10-14T22:05:23.187,4664,2736,1
76332,2012-10-16T13:25:38.453,4691,2096,1
76624,2012-10-18T00:51:11.617,4699,4680,1
77323,2012-10-21T10:34:26.357,4729,4714,1
78484,2012-10-25T03:04:01.870,4794,4699,1
78617,2012-10-25T16:01:50.227,4771,2757,1
79269,2012-10-28T15:13:15.750,4821,679,1
79306,2012-10-28T17:35:23.317,4825,3466,1
79316,2012-10-28T19:55:38.423,4825,431,1
79683,2012-10-30T13:23:24.683,4847,4760,1
79684,2012-10-30T13:23:24.683,4847,3348,1
79754,2012-10-30T17:55:13.590,4853,2962,1
80437,2012-11-02T12:23:33.843,4891,4886,1
80464,2012-11-02T16:37:14.313,4893,1288,1
82200,2012-11-06T09:53:25.150,5915,1406,1
82201,2012-11-06T09:53:25.150,5915,646,1
82202,2012-11-06T09:53:25.150,5915,1334,1
82532,2012-11-07T06:26:48.940,5932,5912,1
83053,2012-11-09T01:20:51.790,5951,4889,1
83079,2012-11-09T01:21:41.210,4889,5951,1
84381,2012-11-14T23:16:54.320,5992,3482,1
84405,2012-11-15T01:53:56.363,5993,1054,1
84619,2012-11-15T22:46:39.397,5995,1433,1
84620,2012-11-15T22:46:39.397,5995,1288,1
84621,2012-11-15T22:46:39.397,5995,4893,1
84622,2012-11-15T22:46:39.397,5995,2422,1
84623,2012-11-15T22:46:39.397,5995,3518,1
84654,2012-11-15T23:16:08.797,5995,6014,1
84749,2012-11-16T09:44:11.933,188,5995,1
84767,2012-11-16T09:58:04.433,6014,5995,1
85184,2012-11-18T17:28:34.037,6030,2051,1
85458,2012-11-20T09:57:20.980,6034,2411,1
85540,2012-11-20T19:26:55.483,2411,6034,1
85945,2012-11-22T16:15:09.257,6064,5995,1
86403,2012-11-25T02:37:54.543,6088,2765,1
86643,2012-11-26T14:36:12.117,6094,1302,1
87099,2012-11-28T16:53:34.333,6110,675,1
87894,2012-12-01T21:47:58.827,6152,4804,1
88023,2012-12-02T02:28:19.187,6146,2962,1
88361,2012-12-03T18:06:39.873,5959,2608,1
88430,2012-12-04T09:27:45.403,6150,2736,1
88638,2012-12-05T09:10:59.410,6188,2736,1
88639,2012-12-05T09:10:59.410,6188,1881,1
88913,2012-12-06T20:32:29.913,6190,4708,1
89085,2012-12-07T15:22:19.207,6200,2984,1
89318,2012-12-08T16:18:34.033,6211,6199,1
89531,2012-12-09T06:08:07.483,6220,6200,1
89815,2012-12-10T02:45:44.997,6220,1144,1
89962,2012-12-11T00:54:58.870,6246,679,1
90366,2012-12-12T14:18:19.327,4680,4699,1
90371,2012-12-12T17:24:37.710,6219,651,1
90633,2012-12-14T12:23:37.323,6274,2654,1
91329,2012-12-18T16:22:58.857,6184,5995,1
91436,2012-12-18T23:19:42.510,536,6291,1
91483,2012-12-19T10:19:37.817,6302,2783,1
91671,2012-12-20T17:33:27.480,6312,424,1
91672,2012-12-20T17:33:27.480,6312,3463,1
91714,2012-12-20T23:25:36.473,6311,4684,1
92352,2012-12-25T02:25:47.767,6324,6226,1
92885,2012-12-28T16:01:21.880,6326,1637,1
96227,2012-12-31T14:53:45.487,6370,124,1
96228,2012-12-31T14:53:45.487,6370,971,1
96917,2013-01-01T19:44:12.080,6346,6049,1
97332,2013-01-02T20:15:59.657,6388,1336,1
97811,2013-01-03T21:34:38.050,6395,1317,1
97812,2013-01-03T21:34:38.050,6395,572,1
99856,2013-01-07T22:20:35.200,6426,6436,1
100715,2013-01-09T18:26:56.823,6291,6460,1
100716,2013-01-09T18:28:24.213,6460,6291,1
100957,2013-01-10T02:38:20.407,6365,2426,1
100958,2013-01-10T02:38:20.407,6365,6190,1
100959,2013-01-10T02:38:20.407,6365,6464,1
101752,2013-01-11T10:53:20.693,6484,6469,1
101760,2013-01-11T12:40:24.883,3202,5966,1
101797,2013-01-11T14:24:15.097,6486,1939,1
101913,2013-01-11T22:00:18.740,6486,2104,1
102161,2013-01-12T19:57:02.947,2182,6492,1
103706,2013-01-14T14:45:02.667,6266,2114,1
104690,2013-01-16T08:52:56.040,327,5995,1
104691,2013-01-16T08:52:56.040,327,1433,1
104692,2013-01-16T08:52:56.040,327,6064,1
105068,2013-01-16T19:49:36.463,7521,7507,1
106908,2013-01-21T10:59:04.263,7586,1693,1
107339,2013-01-22T03:53:23.093,7535,208,1
108315,2013-01-24T03:26:39.960,7608,1693,1
108471,2013-01-24T10:04:11.273,7603,7594,1
110327,2013-01-28T02:45:58.183,7503,7569,1
110644,2013-01-28T20:17:49.710,7672,7626,1
111522,2013-01-30T15:35:26.680,7697,7612,1
111523,2013-01-30T15:35:26.680,7697,6446,1
111616,2013-01-30T18:04:17.817,7697,729,1
117355,2013-02-02T02:04:24.893,7724,360,1
117356,2013-02-02T02:04:24.893,7724,309,1
117491,2013-02-02T19:43:28.233,7584,2111,1
118220,2013-02-05T02:06:18.330,7749,3528,1
119674,2013-02-09T14:27:26.507,7780,7743,1
120735,2013-02-13T22:27:47.543,7840,320,1
122136,2013-02-15T03:41:24.860,7846,7857,1
122845,2013-02-17T21:44:48.650,7857,7846,1
122899,2013-02-18T03:03:35.450,177,173,3
122900,2013-02-18T03:03:35.450,187,173,3
122901,2013-02-18T03:03:35.450,204,203,3
122902,2013-02-18T03:03:35.450,358,69,3
122903,2013-02-18T03:03:35.450,400,395,3
122904,2013-02-18T03:03:35.450,518,427,3
122905,2013-02-18T03:03:35.450,564,563,3
122906,2013-02-18T03:03:35.450,566,568,3
122907,2013-02-18T03:03:35.450,941,905,3
122908,2013-02-18T03:03:35.450,1099,1054,3
122909,2013-02-18T03:03:35.450,1281,1403,3
122910,2013-02-18T03:03:35.450,1415,1406,3
122911,2013-02-18T03:03:35.450,1643,1288,3
122912,2013-02-18T03:03:35.450,1680,1671,3
122913,2013-02-18T03:03:35.450,1994,1135,3
122914,2013-02-18T03:03:35.450,2770,2961,3
122915,2013-02-18T03:03:35.450,2776,427,3
122916,2013-02-18T03:03:35.450,2791,2785,3
122917,2013-02-18T03:03:35.450,2998,2999,3
122918,2013-02-18T03:03:35.450,3023,3009,3
122919,2013-02-18T03:03:35.450,3178,3176,3
122920,2013-02-18T03:03:35.450,3180,845,3
122921,2013-02-18T03:03:35.450,3213,3170,3
122922,2013-02-18T03:03:35.450,3237,3238,3
122923,2013-02-18T03:03:35.450,3267,1637,3
122924,2013-02-18T03:03:35.450,3380,646,3
122925,2013-02-18T03:03:35.450,3391,3390,3
122926,2013-02-18T03:03:35.450,3628,3607,3
122927,2013-02-18T03:03:35.450,5915,1406,3
122928,2013-02-18T03:03:35.450,6211,6199,3
122929,2013-02-18T03:03:35.450,6274,2654,3
122930,2013-02-18T03:03:35.450,6326,1637,3
122931,2013-02-18T03:03:35.450,6388,1336,3
122932,2013-02-18T03:03:35.450,6426,6436,3
122933,2013-02-18T03:03:35.450,7521,7507,3
122934,2013-02-18T03:03:35.450,7584,2111,3
123639,2013-02-20T13:41:39.597,7903,7780,1
123676,2013-02-20T14:48:52.293,7909,7898,1
124256,2013-02-22T14:40:53.910,7935,7864,1
124655,2013-02-23T14:58:21.593,7866,7731,1
124940,2013-02-24T08:19:56.510,3485,1637,1
124942,2013-02-24T09:55:33.537,7958,2969,1
125130,2013-02-24T20:17:27.990,7970,7535,1
125131,2013-02-24T20:17:27.990,7970,577,1
125472,2013-02-25T12:49:53.570,7983,7948,3
125617,2013-02-25T18:07:50.063,7988,971,1
125618,2013-02-25T18:07:50.063,7988,124,1
125971,2013-02-26T13:47:45.717,8004,6452,1
126005,2013-02-26T15:35:24.637,8004,431,1
126344,2013-02-27T04:29:44.160,7999,7963,1
126502,2013-02-27T14:42:02.160,8022,4825,1
126977,2013-02-28T10:59:58.797,8038,6469,1
126985,2013-02-28T11:00:54.990,8038,6452,1
128559,2013-03-03T17:49:35.640,7970,3301,1
128923,2013-03-04T19:02:27.567,8079,6266,1
128965,2013-03-04T22:56:45.610,7970,8088,1
130769,2013-03-08T15:40:30.077,8124,651,1
130814,2013-03-08T17:19:44.327,8127,4825,1
130837,2013-03-08T19:24:13.673,8119,8051,1
131590,2013-03-11T00:23:23.253,8140,328,1
131953,2013-03-11T17:48:18.503,8146,3408,1
133938,2013-03-15T12:55:27.193,8200,1571,1
133939,2013-03-15T14:02:34.227,8206,124,1
134208,2013-03-16T23:53:33.137,8241,470,1
134447,2013-03-17T23:48:28.617,8252,2969,1
134448,2013-03-17T23:51:31.987,8240,2969,1
134497,2013-03-18T03:21:51.690,8241,470,3
136499,2013-03-26T18:34:31.253,8387,8384,1
136737,2013-03-27T15:56:47.800,8380,8272,1
137009,2013-03-29T16:12:26.493,8410,8272,1
137073,2013-03-29T23:55:31.383,8424,8220,1
137162,2013-03-30T17:52:57.297,7967,270,3
137293,2013-03-31T17:37:51.090,8439,2386,1
137294,2013-03-31T17:37:51.090,8439,8062,1
138195,2013-04-05T13:33:06.757,4868,8494,1
138197,2013-04-05T13:38:13.227,8492,1775,1
138329,2013-04-06T17:34:25.137,8530,5992,1
138330,2013-04-06T17:45:07.100,8482,431,1
138642,2013-04-08T20:29:58.307,8556,8508,1
138734,2013-04-09T15:02:50.310,8567,4825,1
139009,2013-04-11T13:27:17.897,8582,8159,1
139066,2013-04-12T00:02:24.863,8567,4825,3
139069,2013-04-12T02:40:30.847,8604,8459,1
139305,2013-04-14T14:39:02.423,8617,3581,3
139377,2013-04-15T12:05:18.107,8610,8493,1
139424,2013-04-15T17:30:58.327,2608,5959,1
139584,2013-04-16T17:55:54.003,8673,7715,1
139732,2013-04-17T19:34:53.943,8657,8658,3
139869,2013-04-18T13:43:25.020,8722,7731,1
139952,2013-04-19T07:29:59.207,8729,8576,1
140024,2013-04-19T13:33:29.827,8737,8732,1
140052,2013-04-19T17:28:05.370,8715,4825,1
140053,2013-04-19T17:28:05.370,8715,8567,1
140253,2013-04-21T19:35:20.720,69,2317,1
140346,2013-04-22T12:36:46.080,8763,8771,1
140361,2013-04-22T13:29:43.643,8787,69,1
140364,2013-04-22T14:30:34.603,8787,646,1
140405,2013-04-22T16:59:07.770,8791,2304,1
140407,2013-04-22T17:43:19.640,8755,184,1
140436,2013-04-23T00:48:52.377,8792,741,1
140541,2013-04-23T17:32:10.740,8799,1775,1
140680,2013-04-24T10:10:56.467,8787,1637,1
140805,2013-04-25T01:19:02.047,8840,320,1
140886,2013-04-25T08:24:38.323,8851,8799,1
140941,2013-04-25T18:32:15.123,8860,8840,1
141230,2013-04-27T15:32:35.757,8879,424,1
141488,2013-04-29T16:29:33.080,8901,2736,1
141666,2013-04-30T20:32:11.450,8911,6220,1
141882,2013-05-01T19:53:27.337,8950,5992,1
142023,2013-05-02T14:23:40.497,8903,8860,1
142198,2013-05-03T13:36:14.880,8967,646,1
142408,2013-05-04T22:12:35.333,8715,4825,3
142409,2013-05-04T22:14:09.857,8729,8576,3
142704,2013-05-06T14:56:06.963,9011,8456,1
142881,2013-05-07T13:40:03.767,8267,2411,1
142883,2013-05-07T14:20:30.420,8978,8456,1
142889,2013-05-07T15:34:46.007,9029,1499,3
143185,2013-05-08T20:23:45.750,9054,6220,1
143194,2013-05-08T21:30:42.177,9054,7593,1
143452,2013-05-10T07:45:30.057,9074,8799,1
143737,2013-05-12T15:11:42.970,9094,8648,1
143952,2013-05-14T19:53:17.150,540,9118,1
144111,2013-05-16T07:45:44.190,9133,8860,1
144287,2013-05-17T11:16:20.127,9153,270,1
144327,2013-05-17T16:30:58.890,9157,8780,1
144411,2013-05-18T01:12:26.197,9165,8760,1
144525,2013-05-18T21:51:11.243,9179,1409,1
144690,2013-05-19T21:17:41.670,9191,9161,1
145152,2013-05-22T23:59:24.310,9191,9248,1
145153,2013-05-23T00:03:12.470,9248,9191,1
145351,2013-05-23T17:29:28.170,9261,971,1
145679,2013-05-25T20:35:19.887,8297,3538,1
145681,2013-05-25T20:48:34.580,1045,1344,1
145682,2013-05-25T20:48:34.580,1045,1365,1
145683,2013-05-25T20:51:18.440,1344,1045,1
145905,2013-05-27T16:35:06.690,9296,9136,1
146040,2013-05-28T15:56:54.587,9248,9312,1
146204,2013-05-29T19:02:01.940,9319,651,1
146207,2013-05-29T19:30:27.723,9320,8781,1
146248,2013-05-30T06:44:04.427,9337,1499,1
146447,2013-05-31T09:34:52.647,9204,9365,1
146455,2013-05-31T11:18:09.250,9365,9204,1
146712,2013-06-02T09:27:03.347,9391,471,1
146725,2013-06-02T10:58:39.183,9395,9267,1
146756,2013-06-02T14:32:27.970,9391,471,3
147158,2013-06-04T15:41:28.120,9429,9439,3
147183,2013-06-04T17:24:35.263,9454,2962,1
147256,2013-06-05T03:18:07.903,9291,5995,3
147492,2013-06-06T16:19:37.807,9488,9425,1
147493,2013-06-06T16:27:37.613,9425,9488,1
147576,2013-06-07T06:13:17.117,9491,8710,1
147614,2013-06-07T13:19:51.647,9421,4693,1
147646,2013-06-07T17:26:27.923,9498,8860,1
147947,2013-06-09T15:36:00.990,9522,9479,1
148115,2013-06-10T13:39:36.103,9537,2255,1
148274,2013-06-11T19:17:57.777,9521,1112,1
148410,2013-06-12T11:55:01.863,9568,1714,1
148564,2013-06-13T15:17:45.850,9498,1676,1
148672,2013-06-14T14:25:29.523,9525,470,1
149290,2013-06-18T19:30:33.600,9616,6194,1
149304,2013-06-18T20:40:44.127,8815,8763,1
149398,2013-06-19T20:48:43.277,9414,651,1
150089,2013-06-25T03:08:31.380,9713,9161,1
150226,2013-06-25T14:47:25.450,9723,9721,1
150276,2013-06-25T19:34:38.993,9734,8950,1
150409,2013-06-26T20:04:37.457,8468,9745,1
150506,2013-06-27T11:52:11.750,9751,9670,1
150517,2013-06-27T13:04:16.470,9751,4723,1
150518,2013-06-27T13:04:16.470,9751,8530,1
150519,2013-06-27T13:04:16.470,9751,6451,1
150561,2013-06-27T19:18:47.017,9707,2969,1
150586,2013-06-27T20:38:35.560,9759,9760,3
150701,2013-06-29T00:06:30.647,9768,1499,1
150703,2013-06-29T00:13:38.990,9758,8860,1
151073,2013-07-02T06:57:29.717,9792,1867,1
151136,2013-07-02T15:29:52.297,9751,5992,1
151346,2013-07-03T22:08:03.417,9812,3002,1
151466,2013-07-04T14:09:35.440,9818,8890,1
151796,2013-07-06T06:14:53.350,9812,9745,1
151840,2013-07-06T13:36:58.137,9842,8629,1
152023,2013-07-08T07:27:32.290,9855,9860,1
