Id,UserId,Name,Date,Class,TagBased
65,75,Autobiographer,2011-08-16T21:22:35.780,3,False
66,50,Editor,2011-08-16T21:22:35.890,3,False
67,72,Editor,2011-08-16T21:22:35.890,3,False
68,50,Supporter,2011-08-16T21:22:36.247,3,False
69,73,Teacher,2011-08-16T21:27:36.270,3,False
70,76,Supporter,2011-08-16T21:32:36.467,3,False
71,55,Teacher,2011-08-16T21:32:36.527,3,False
72,76,Autobiographer,2011-08-16T21:37:35.803,3,False
73,77,Critic,2011-08-16T21:37:35.897,3,False
74,53,Supporter,2011-08-16T21:37:36.207,3,False
75,75,Supporter,2011-08-16T21:37:36.207,3,False
76,78,Autobiographer,2011-08-16T21:42:35.873,3,False
77,25,Editor,2011-08-16T21:47:35.880,3,False
78,77,Supporter,2011-08-16T21:52:36.293,3,False
79,53,Teacher,2011-08-16T22:07:36.393,3,False
80,72,Teacher,2011-08-16T22:07:36.393,3,False
81,29,Quorum,2011-08-16T22:12:29.833,3,False
82,80,Precognitive,2011-08-16T22:12:29.880,3,False
83,68,Precognitive,2011-08-16T22:12:29.880,3,False
84,80,Autobiographer,2011-08-16T22:12:35.900,3,False
85,81,Autobiographer,2011-08-16T22:12:35.900,3,False
86,79,Student,2011-08-16T22:12:36.430,3,False
87,80,Supporter,2011-08-16T22:12:36.447,3,False
88,82,Autobiographer,2011-08-16T23:37:35.777,3,False
89,83,Autobiographer,2011-08-16T23:42:35.787,3,False
90,87,Autobiographer,2011-08-17T00:37:35.773,3,False
91,88,Autobiographer,2011-08-17T00:52:35.733,3,False
92,88,Supporter,2011-08-17T00:52:36.310,3,False
93,38,Supporter,2011-08-17T00:57:36.553,3,False
94,88,Editor,2011-08-17T01:07:36.100,3,False
95,17,Teacher,2011-08-17T01:07:36.583,3,False
98,88,Precognitive,2011-08-17T01:12:29.897,3,False
99,88,Teacher,2011-08-17T01:17:36.457,3,False
100,91,Supporter,2011-08-17T01:32:36.843,3,False
101,90,Teacher,2011-08-17T01:32:36.907,3,False
102,55,Student,2011-08-17T02:07:37.017,3,False
103,89,Supporter,2011-08-17T02:07:37.047,3,False
104,93,Autobiographer,2011-08-17T02:22:36.273,3,False
105,94,Autobiographer,2011-08-17T03:07:36.293,3,False
106,77,Talkative,2011-08-17T03:12:30.827,3,False
107,97,Autobiographer,2011-08-17T04:02:36.267,3,False
108,98,Autobiographer,2011-08-17T04:12:36.280,3,False
109,90,Supporter,2011-08-17T04:17:36.927,3,False
110,96,Supporter,2011-08-17T04:17:36.927,3,False
111,38,Teacher,2011-08-17T04:42:37.027,3,False
112,79,Teacher,2011-08-17T04:42:37.027,3,False
113,100,Autobiographer,2011-08-17T05:07:36.270,3,False
114,99,Student,2011-08-17T05:42:37.243,3,False
115,58,Editor,2011-08-17T05:57:37.013,3,False
116,102,Autobiographer,2011-08-17T06:02:36.837,3,False
117,58,Supporter,2011-08-17T06:52:38.687,3,False
118,102,Teacher,2011-08-17T06:52:38.780,3,False
119,101,Precognitive,2011-08-17T07:12:31.120,3,False
120,68,Supporter,2011-08-17T07:12:37.923,3,False
121,16,Supporter,2011-08-17T07:27:37.977,3,False
122,26,Supporter,2011-08-17T07:47:37.927,3,False
123,26,Citizen Patrol,2011-08-17T07:52:37.793,3,False
124,99,Supporter,2011-08-17T07:52:38.013,3,False
125,58,Teacher,2011-08-17T07:52:38.043,3,False
126,105,Autobiographer,2011-08-17T08:02:37.840,3,False
127,96,Critic,2011-08-17T08:07:37.847,3,False
128,26,Teacher,2011-08-17T08:12:38.107,3,False
129,107,Autobiographer,2011-08-17T08:27:37.753,3,False
130,108,Autobiographer,2011-08-17T08:47:37.737,3,False
131,107,Precognitive,2011-08-17T09:12:31.097,3,False
132,108,Precognitive,2011-08-17T09:12:31.143,3,False
133,36,Nice Question,2011-08-17T09:22:37.883,3,False
134,73,Supporter,2011-08-17T10:02:37.893,3,False
135,112,Autobiographer,2011-08-17T10:12:37.753,3,False
136,113,Autobiographer,2011-08-17T10:27:37.713,3,False
137,80,Student,2011-08-17T10:27:37.933,3,False
138,81,Critic,2011-08-17T13:02:38.303,3,False
139,59,Student,2011-08-17T13:22:38.693,3,False
140,115,Autobiographer,2011-08-17T13:32:38.240,3,False
141,10,Editor,2011-08-17T13:52:38.347,3,False
142,36,Editor,2011-08-17T13:52:38.347,3,False
143,77,Editor,2011-08-17T13:52:38.347,3,False
144,77,Organizer,2011-08-17T13:52:38.470,3,False
145,6,Editor,2011-08-17T13:57:38.353,3,False
146,6,Scholar,2011-08-17T13:57:38.633,3,False
147,6,Teacher,2011-08-17T13:57:38.743,3,False
148,117,Autobiographer,2011-08-17T14:02:38.267,3,False
149,102,Supporter,2011-08-17T14:02:38.750,3,False
150,79,Supporter,2011-08-17T14:32:38.780,3,False
151,55,Quorum,2011-08-17T15:12:31.883,3,False
152,77,Quorum,2011-08-17T15:12:31.897,3,False
153,119,Precognitive,2011-08-17T15:12:32.053,3,False
154,6,Nice Question,2011-08-17T16:17:54.863,3,False
155,89,Student,2011-08-17T16:17:55.053,3,False
156,90,Critic,2011-08-17T17:08:00.493,3,False
157,120,Precognitive,2011-08-17T17:12:31.953,3,False
158,36,Critic,2011-08-17T19:48:07.280,3,False
159,20,Talkative,2011-08-17T21:12:32.440,3,False
160,10,Citizen Patrol,2011-08-17T21:28:07.297,3,False
161,10,Autobiographer,2011-08-17T22:18:07.263,3,False
162,59,Supporter,2011-08-17T22:18:07.653,3,False
163,124,Autobiographer,2011-08-17T22:23:07.223,3,False
164,89,Editor,2011-08-17T23:28:07.367,3,False
165,115,Student,2011-08-17T23:38:07.833,3,False
166,73,Student,2011-08-18T01:03:07.023,3,False
167,10,Commentator,2011-08-18T01:08:06.860,3,False
168,25,Student,2011-08-18T01:08:07.063,3,False
169,5,Synonymizer,2011-08-18T02:28:07.167,3,False
170,5,Tag Editor,2011-08-18T03:29:57.427,3,False
171,10,Tag Editor,2011-08-18T03:29:57.427,3,False
172,36,Tag Editor,2011-08-18T03:29:57.427,3,False
173,10,Quorum,2011-08-18T05:12:32.027,3,False
174,77,Teacher,2011-08-18T05:45:21.287,3,False
175,77,Citizen Patrol,2011-08-18T06:10:27.627,3,False
176,35,Student,2011-08-18T06:15:27.790,3,False
178,26,Editor,2011-08-18T08:45:57.123,3,False
179,36,Supporter,2011-08-18T10:46:20.670,3,False
180,35,Quorum,2011-08-18T11:12:31.703,3,False
181,58,Quorum,2011-08-18T13:12:31.540,3,False
182,81,Supporter,2011-08-18T13:21:51.960,3,False
183,99,Editor,2011-08-18T13:37:07.583,3,False
184,80,Nice Question,2011-08-18T13:42:07.933,3,False
185,102,Student,2011-08-18T14:02:08.667,3,False
186,129,Autobiographer,2011-08-18T14:17:08.167,3,False
187,131,Autobiographer,2011-08-18T14:57:19.037,3,False
188,59,Quorum,2011-08-18T15:12:32.010,3,False
189,96,Quorum,2011-08-18T15:12:32.023,3,False
191,129,Precognitive,2011-08-18T15:12:32.133,3,False
192,128,Precognitive,2011-08-18T15:12:32.133,3,False
193,130,Precognitive,2011-08-18T15:12:32.133,3,False
194,75,Talkative,2011-08-18T15:12:32.337,3,False
195,71,Supporter,2011-08-18T15:42:27.030,3,False
196,132,Autobiographer,2011-08-18T16:07:26.990,3,False
197,5,Quorum,2011-08-18T17:12:31.953,3,False
198,75,Quorum,2011-08-18T17:12:31.953,3,False
199,132,Precognitive,2011-08-18T17:12:32.203,3,False
200,17,Commentator,2011-08-18T17:32:40.877,3,False
201,25,Supporter,2011-08-18T18:07:45.623,3,False
202,25,Critic,2011-08-18T18:12:45.240,3,False
203,108,Student,2011-08-18T19:53:01.800,3,False
204,89,Disciplined,2011-08-18T20:13:06.543,3,False
205,36,Quorum,2011-08-18T21:12:31.733,3,False
206,133,Autobiographer,2011-08-18T21:33:17.720,3,False
207,133,Supporter,2011-08-18T21:38:18.493,3,False
208,29,Critic,2011-08-18T22:08:18.867,3,False
209,64,Supporter,2011-08-18T22:23:18.733,3,False
210,133,Precognitive,2011-08-18T23:12:32.147,3,False
211,88,Critic,2011-08-18T23:48:19.243,3,False
212,77,Nice Answer,2011-08-19T02:43:19.190,3,False
213,17,Nice Question,2011-08-19T02:43:19.207,3,False
214,29,Commentator,2011-08-19T04:08:18.913,3,False
215,81,Quorum,2011-08-19T05:12:31.677,3,False
216,98,Supporter,2011-08-19T06:23:19.300,3,False
218,59,Nice Question,2011-08-19T07:53:19.043,3,False
219,99,Critic,2011-08-19T07:58:18.803,3,False
220,76,Critic,2011-08-19T08:08:19.273,3,False
221,108,Nice Question,2011-08-19T10:08:19.410,3,False
222,69,Supporter,2011-08-19T10:33:41.820,3,False
223,69,Student,2011-08-19T11:58:43.837,3,False
224,134,Autobiographer,2011-08-19T12:28:43.237,3,False
225,69,Editor,2011-08-19T12:28:43.483,3,False
226,134,Supporter,2011-08-19T12:33:45.130,3,False
227,131,Critic,2011-08-19T12:48:44.387,3,False
228,20,Student,2011-08-19T13:13:46.080,3,False
229,118,Supporter,2011-08-19T13:28:46.087,3,False
230,77,Nice Answer,2011-08-19T14:13:47.527,3,False
231,69,Scholar,2011-08-19T14:13:47.853,3,False
232,108,Supporter,2011-08-19T14:38:48.717,3,False
233,108,Scholar,2011-08-19T14:48:48.700,3,False
234,77,Nice Answer,2011-08-19T15:18:54.877,3,False
235,20,Scholar,2011-08-19T15:23:55.163,3,False
236,20,Supporter,2011-08-19T15:23:55.210,3,False
237,77,Mortarboard,2011-08-19T15:53:59.563,3,False
238,96,Organizer,2011-08-19T16:04:13.227,3,False
239,17,Nice Answer,2011-08-19T16:14:13.210,3,False
240,88,Student,2011-08-19T16:24:13.517,3,False
241,62,Supporter,2011-08-19T16:24:13.563,3,False
242,25,Organizer,2011-08-19T16:39:18.487,3,False
243,77,Enlightened,2011-08-19T16:59:18.290,2,False
244,75,Organizer,2011-08-19T17:49:32.297,3,False
245,76,Student,2011-08-19T19:25:26.103,3,False
246,29,Teacher,2011-08-19T21:45:27.467,3,False
247,32,Supporter,2011-08-20T00:25:27.300,3,False
248,38,Critic,2011-08-20T00:30:27.213,3,False
249,76,Editor,2011-08-20T03:00:27.307,3,False
250,59,Teacher,2011-08-20T03:30:27.337,3,False
251,140,Supporter,2011-08-20T06:40:27.493,3,False
252,140,Critic,2011-08-20T06:55:27.267,3,False
253,141,Autobiographer,2011-08-20T08:05:27.170,3,False
254,141,Supporter,2011-08-20T08:10:27.550,3,False
255,142,Supporter,2011-08-20T09:05:27.350,3,False
256,143,Autobiographer,2011-08-20T09:15:26.897,3,False
257,143,Supporter,2011-08-20T09:20:27.530,3,False
258,144,Autobiographer,2011-08-20T12:15:27.127,3,False
259,99,Teacher,2011-08-20T14:35:28.067,3,False
260,149,Precognitive,2011-08-20T16:12:34.400,3,False
261,88,Scholar,2011-08-20T18:11:02.193,3,False
262,35,Editor,2011-08-21T04:28:40.430,3,False
263,76,Quorum,2011-08-21T09:12:40.850,3,False
264,151,Autobiographer,2011-08-21T15:59:30.130,3,False
265,151,Student,2011-08-21T16:19:30.490,3,False
266,151,Supporter,2011-08-21T16:19:30.503,3,False
267,151,Critic,2011-08-21T16:34:30.200,3,False
268,151,Editor,2011-08-21T16:39:30.300,3,False
269,77,Commentator,2011-08-21T18:34:30.097,3,False
270,59,Editor,2011-08-21T18:49:30.103,3,False
271,89,Critic,2011-08-22T00:24:30.273,3,False
272,90,Editor,2011-08-22T03:44:55.643,3,False
273,140,Editor,2011-08-22T05:25:15.417,3,False
274,76,Commentator,2011-08-22T10:50:50.247,3,False
275,35,Nice Question,2011-08-22T12:20:50.303,3,False
276,153,Supporter,2011-08-22T15:05:50.203,3,False
277,153,Precognitive,2011-08-22T16:12:46.053,3,False
278,153,Student,2011-08-22T20:10:57.890,3,False
279,80,Scholar,2011-08-22T23:26:00.287,3,False
280,52,Supporter,2011-08-23T01:10:59.913,3,False
281,35,Scholar,2011-08-23T02:26:10.147,3,False
282,154,Precognitive,2011-08-23T06:12:46.263,3,False
283,151,Peer Pressure,2011-08-23T07:47:16.607,3,False
284,156,Supporter,2011-08-23T09:52:25.077,3,False
285,6,Critic,2011-08-23T13:02:25.180,3,False
286,29,Editor,2011-08-23T18:47:24.980,3,False
287,81,Talkative,2011-08-23T20:12:47.307,3,False
288,64,Student,2011-08-23T21:37:25.537,3,False
289,64,Editor,2011-08-23T21:52:25.297,3,False
290,27,Quorum,2011-08-23T23:12:54.150,3,False
291,35,Teacher,2011-08-24T06:30:34.890,3,False
292,77,Nice Answer,2011-08-24T07:10:34.340,3,False
293,6,Nice Question,2011-08-24T07:10:34.370,3,False
294,132,Supporter,2011-08-24T07:10:34.590,3,False
295,76,Scholar,2011-08-24T08:45:39.490,3,False
296,73,Scholar,2011-08-24T11:41:23.523,3,False
297,77,Enlightened,2011-08-24T14:12:08.847,2,False
298,6,Organizer,2011-08-24T21:44:36.313,3,False
299,76,Analytical,2011-08-25T00:40:34.527,3,False
300,43,Quorum,2011-08-25T03:12:55.213,3,False
301,13,Student,2011-08-25T11:33:13.110,3,False
302,88,Quorum,2011-08-25T13:13:11.277,3,False
303,88,Analytical,2011-08-25T14:24:25.810,3,False
304,158,Precognitive,2011-08-25T15:13:11.487,3,False
305,151,Commentator,2011-08-25T15:19:39.277,3,False
306,13,Scholar,2011-08-25T18:10:40.280,3,False
307,13,Supporter,2011-08-25T18:10:40.390,3,False
308,43,Student,2011-08-25T18:56:31.303,3,False
309,64,Teacher,2011-08-25T19:16:40.053,3,False
310,17,Nice Answer,2011-08-25T20:11:48.153,3,False
311,80,Teacher,2011-08-25T20:47:04.757,3,False
312,66,Student,2011-08-26T04:14:03.043,3,False
313,159,Supporter,2011-08-26T04:44:07.953,3,False
314,25,Nice Answer,2011-08-26T05:04:12.960,3,False
315,66,Supporter,2011-08-26T05:04:13.023,3,False
316,159,Precognitive,2011-08-26T05:13:12.070,3,False
317,25,Enlightened,2011-08-26T05:34:18.683,2,False
318,43,Supporter,2011-08-26T11:19:25.203,3,False
319,156,Teacher,2011-08-26T11:29:25.217,3,False
320,6,Nice Question,2011-08-26T12:14:25.767,3,False
321,124,Editor,2011-08-27T00:26:05.203,3,False
322,35,Commentator,2011-08-27T01:31:21.913,3,False
323,124,Organizer,2011-08-27T03:42:04.180,3,False
324,124,Synonymizer,2011-08-27T03:47:04.250,3,False
325,160,Autobiographer,2011-08-27T18:17:48.993,3,False
326,66,Scholar,2011-08-28T04:14:37.543,3,False
327,43,Scholar,2011-08-28T13:14:45.247,3,False
328,90,Commentator,2011-08-28T20:34:47.730,3,False
329,36,Scholar,2011-08-29T12:33:05.227,3,False
330,6,Commentator,2011-08-29T21:13:05.127,3,False
331,64,Scholar,2011-08-29T23:18:05.797,3,False
332,53,Quorum,2011-08-30T13:28:26.577,3,False
333,88,Commentator,2011-08-31T16:36:15.403,3,False
334,64,Critic,2011-08-31T16:41:15.473,3,False
335,84,Supporter,2011-08-31T22:21:21.017,3,False
336,99,Quorum,2011-08-31T22:28:29.820,3,False
337,88,Organizer,2011-09-01T04:09:06.117,3,False
338,96,Cleanup,2011-09-01T14:15:25.607,3,False
339,96,Commentator,2011-09-01T15:20:40.320,3,False
340,43,Nice Question,2011-09-01T16:05:55.927,3,False
341,64,Nice Question,2011-09-01T16:05:55.927,3,False
342,154,Student,2011-09-01T17:21:13.073,3,False
343,154,Teacher,2011-09-01T19:31:48.967,3,False
344,25,Quorum,2011-09-01T21:28:33.347,3,False
345,154,Editor,2011-09-01T22:02:40.983,3,False
346,36,Analytical,2011-09-02T19:26:11.567,3,False
347,77,Student,2011-09-02T20:01:20.823,3,False
348,62,Analytical,2011-09-03T07:26:39.127,3,False
349,73,Nice Question,2011-09-03T15:46:41.397,3,False
350,80,Organizer,2011-09-03T15:46:41.430,3,False
351,80,Editor,2011-09-03T19:17:13.557,3,False
352,80,Commentator,2011-09-04T19:53:46.590,3,False
353,100,Supporter,2011-09-05T00:19:11.540,3,False
354,154,Commentator,2011-09-05T10:15:40.587,3,False
355,163,Teacher,2011-09-05T11:05:55.857,3,False
356,5,Cleanup,2011-09-05T17:17:30.027,3,False
357,90,Nice Answer,2011-09-05T18:52:57.110,3,False
358,79,Nice Question,2011-09-05T18:52:57.140,3,False
359,154,Nice Question,2011-09-06T08:04:43.550,3,False
360,156,Nice Answer,2011-09-06T08:09:43.607,3,False
361,156,Enlightened,2011-09-06T09:04:43.390,2,False
362,99,Nice Answer,2011-09-06T15:34:58.803,3,False
363,88,Nice Question,2011-09-06T17:15:00.730,3,False
364,164,Autobiographer,2011-09-06T21:50:44.337,3,False
365,166,Autobiographer,2011-09-06T21:55:44.313,3,False
366,167,Autobiographer,2011-09-06T22:05:44.330,3,False
367,169,Autobiographer,2011-09-06T22:15:53.237,3,False
368,169,Supporter,2011-09-06T22:20:53.400,3,False
369,170,Autobiographer,2011-09-06T22:25:53.313,3,False
370,171,Autobiographer,2011-09-06T22:25:53.313,3,False
371,173,Autobiographer,2011-09-06T22:40:53.773,3,False
372,172,Supporter,2011-09-06T22:46:00.600,3,False
373,174,Precognitive,2011-09-06T23:28:55.620,3,False
374,166,Precognitive,2011-09-06T23:28:55.637,3,False
375,177,Precognitive,2011-09-06T23:28:55.637,3,False
376,179,Autobiographer,2011-09-07T00:01:19.127,3,False
377,96,Student,2011-09-07T01:31:43.707,3,False
378,51,Teacher,2011-09-07T02:06:52.370,3,False
380,175,Teacher,2011-09-07T02:32:02.407,3,False
381,173,Editor,2011-09-07T02:42:02.190,3,False
382,186,Autobiographer,2011-09-07T02:52:10.363,3,False
383,186,Supporter,2011-09-07T02:57:10.603,3,False
384,186,Precognitive,2011-09-07T03:28:55.153,3,False
385,188,Autobiographer,2011-09-07T03:57:24.800,3,False
386,87,Supporter,2011-09-07T04:37:30.377,3,False
387,184,Student,2011-09-07T04:47:37.800,3,False
388,154,Critic,2011-09-07T05:02:37.510,3,False
389,77,Good Answer,2011-09-07T05:22:43.640,2,False
390,189,Supporter,2011-09-07T05:22:43.923,3,False
391,189,Precognitive,2011-09-07T05:28:55.270,3,False
392,188,Precognitive,2011-09-07T05:28:55.270,3,False
393,191,Autobiographer,2011-09-07T06:07:48.013,3,False
394,138,Supporter,2011-09-07T07:12:57.940,3,False
395,191,Precognitive,2011-09-07T07:28:55.230,3,False
397,187,Student,2011-09-07T09:38:15.687,3,False
398,202,Autobiographer,2011-09-07T10:58:16.103,3,False
399,200,Precognitive,2011-09-07T11:28:55.443,3,False
400,204,Precognitive,2011-09-07T13:28:55.483,3,False
401,207,Autobiographer,2011-09-07T13:43:19.140,3,False
402,208,Teacher,2011-09-07T14:33:21.040,3,False
403,207,Precognitive,2011-09-07T15:28:55.193,3,False
404,173,Supporter,2011-09-07T16:08:23.927,3,False
405,198,Teacher,2011-09-07T16:08:24.037,3,False
406,173,Scholar,2011-09-07T16:13:23.857,3,False
407,210,Autobiographer,2011-09-07T16:43:24.137,3,False
408,212,Precognitive,2011-09-07T19:28:55.190,3,False
409,211,Precognitive,2011-09-07T19:28:55.220,3,False
410,214,Supporter,2011-09-07T21:08:29.443,3,False
411,121,Supporter,2011-09-07T21:38:29.440,3,False
412,6,Beta,2011-09-07T22:27:10.327,2,False
413,17,Beta,2011-09-07T22:27:10.327,2,False
414,25,Beta,2011-09-07T22:27:10.327,2,False
415,26,Beta,2011-09-07T22:27:10.327,2,False
416,36,Beta,2011-09-07T22:27:10.327,2,False
417,58,Beta,2011-09-07T22:27:10.327,2,False
418,59,Beta,2011-09-07T22:27:10.327,2,False
419,73,Beta,2011-09-07T22:27:10.327,2,False
420,77,Beta,2011-09-07T22:27:10.327,2,False
421,88,Beta,2011-09-07T22:27:10.327,2,False
422,90,Beta,2011-09-07T22:27:10.327,2,False
423,216,Autobiographer,2011-09-08T00:49:00.847,3,False
424,216,Precognitive,2011-09-08T02:28:57.483,3,False
425,199,Editor,2011-09-08T08:45:40.607,3,False
426,193,Teacher,2011-09-08T08:45:41.107,3,False
427,199,Teacher,2011-09-08T08:45:41.107,3,False
428,39,Citizen Patrol,2011-09-08T10:05:40.443,3,False
429,223,Autobiographer,2011-09-08T13:20:39.847,3,False
430,224,Teacher,2011-09-08T15:30:41.227,3,False
431,226,Autobiographer,2011-09-08T16:00:40.803,3,False
432,227,Supporter,2011-09-08T16:25:41.857,3,False
433,229,Autobiographer,2011-09-08T18:35:41.577,3,False
434,29,Student,2011-09-08T19:35:42.027,3,False
435,25,Nice Answer,2011-09-08T20:10:42.700,3,False
436,230,Autobiographer,2011-09-08T20:35:42.427,3,False
437,199,Supporter,2011-09-08T20:35:43.097,3,False
438,226,Supporter,2011-09-08T20:55:43.127,3,False
439,232,Autobiographer,2011-09-08T21:30:42.803,3,False
440,35,Nice Question,2011-09-08T23:30:43.060,3,False
441,221,Supporter,2011-09-08T23:30:43.403,3,False
442,233,Autobiographer,2011-09-09T07:03:04.867,3,False
443,234,Autobiographer,2011-09-09T09:13:25.793,3,False
444,101,Supporter,2011-09-09T09:38:31.073,3,False
445,76,Citizen Patrol,2011-09-09T09:48:30.680,3,False
446,187,Supporter,2011-09-09T11:33:55.420,3,False
447,26,Critic,2011-09-09T14:19:32.590,3,False
448,236,Autobiographer,2011-09-09T17:45:31.833,3,False
449,239,Autobiographer,2011-09-10T00:11:36.397,3,False
450,238,Student,2011-09-10T01:46:39.533,3,False
451,231,Autobiographer,2011-09-10T16:32:45.143,3,False
452,13,Analytical,2011-09-10T18:28:19.043,3,False
453,29,Nice Question,2011-09-10T21:29:41.227,3,False
455,238,Supporter,2011-09-10T22:55:07.703,3,False
456,244,Autobiographer,2011-09-11T06:41:26.990,3,False
457,244,Supporter,2011-09-11T06:46:27.387,3,False
458,245,Supporter,2011-09-11T17:11:30.997,3,False
459,39,Teacher,2011-09-11T17:11:31.137,3,False
460,245,Scholar,2011-09-11T18:01:31.507,3,False
461,246,Supporter,2011-09-11T21:16:31.790,3,False
462,246,Teacher,2011-09-11T21:26:32.427,3,False
463,248,Autobiographer,2011-09-11T21:31:31.640,3,False
464,58,Citizen Patrol,2011-09-11T22:26:48.103,3,False
465,58,Critic,2011-09-11T23:11:59.213,3,False
466,245,Student,2011-09-12T00:02:13.017,3,False
467,215,Supporter,2011-09-12T09:39:28.327,3,False
468,246,Editor,2011-09-12T14:59:28.003,3,False
469,154,Supporter,2011-09-12T15:09:28.220,3,False
470,43,Editor,2011-09-12T16:09:28.077,3,False
471,253,Student,2011-09-12T16:09:28.387,3,False
472,43,Teacher,2011-09-12T16:09:28.467,3,False
473,255,Student,2011-09-12T16:19:28.340,3,False
474,255,Editor,2011-09-12T16:24:28.097,3,False
475,254,Teacher,2011-09-12T16:49:28.523,3,False
476,260,Editor,2011-09-12T20:34:29.860,3,False
477,260,Student,2011-09-12T21:24:30.277,3,False
478,261,Supporter,2011-09-12T21:39:29.817,3,False
479,254,Editor,2011-09-13T05:23:02.760,3,False
480,264,Autobiographer,2011-09-13T11:58:38.183,3,False
481,255,Scholar,2011-09-13T13:24:00.120,3,False
482,55,Scholar,2011-09-13T15:14:37.097,3,False
483,263,Student,2011-09-13T15:14:37.173,3,False
485,55,Supporter,2011-09-13T15:19:37.353,3,False
486,221,Teacher,2011-09-13T15:39:45.307,3,False
487,73,Critic,2011-09-13T17:10:19.310,3,False
488,217,Editor,2011-09-13T17:15:19.473,3,False
489,77,Convention,2011-09-13T17:29:32.897,2,False
490,151,Scholar,2011-09-13T17:40:28.637,3,False
491,268,Autobiographer,2011-09-13T20:21:21.883,3,False
492,268,Supporter,2011-09-13T20:26:22.360,3,False
493,35,Enthusiast,2011-09-14T00:22:42.147,2,False
494,77,Enthusiast,2011-09-14T00:47:53.027,2,False
495,76,Enthusiast,2011-09-14T05:54:20.343,2,False
496,62,Enthusiast,2011-09-14T07:59:39.343,2,False
497,271,Teacher,2011-09-14T10:30:06.893,3,False
498,101,Teacher,2011-09-14T14:30:59.317,3,False
499,73,Nice Question,2011-09-14T16:06:29.770,3,False
500,238,Scholar,2011-09-14T18:01:56.900,3,False
501,272,Supporter,2011-09-14T20:31:56.733,3,False
502,273,Autobiographer,2011-09-14T22:11:57.247,3,False
503,263,Supporter,2011-09-15T05:01:57.567,3,False
504,275,Supporter,2011-09-15T08:11:58.150,3,False
